ID,sapServer,usage,databaseServer,programName,activeUsersOfTheProgram,noOfTimesThePgmRunForTheMonth,executionMonth,currentRunningTimeinCPUSeconds,energyConsumptioninMWH,co2EmissioninMG
1197,,PROD,,ZTNSD_0021,,1,Feb,763,,0.3815
1198,,PROD,,ZTNSD_0022,,1,Feb,40000,,20
1199,,PROD,,ZTNSD_0023,,1,Feb,49492,,24.746
1200,,PROD,,ZTNSD_0037,,1,Feb,38,,0.019
1201,,PROD,,ZTNSD_0047,,1,Feb,324,,0.162
1202,,PROD,,ZTNSD_0049,,1,Feb,8,,0.004
1203,,PROD,,ZTNSD_0056,,1,Feb,1,,0.0005
1204,,PROD,,ZTNSD_0059,,1,Feb,9,,0.0045
1205,,PROD,,ZTNSD_0060,,1,Feb,1,,0.0005
1206,,PROD,,ZTNSD_ZAB0011,,91,Feb,80,,0.04
1207,,PROD,,ZTNSD_ZAE0006,,1,Feb,12587,,6.2935
1208,,PROD,,ZTNSD_ZAN0002,,1,Feb,2067,,1.0335
1209,,PROD,,ZTNSD_ZAO0001,,1,Feb,189,,0.0945
1210,,PROD,,ZTNSD_ZAO0002,,1,Feb,134,,0.067
1211,,PROD,,ZTNSD_ZAO0005,,1,Feb,5850,,2.925
1212,,PROD,,ZTNSD_ZAO0007,,1,Feb,1,,0.0005
1213,,PROD,,ZTNSD_ZAO0008,,1,Feb,70,,0.035
1214,,PROD,,ZTNSD_ZAO0009,,1,Feb,2393,,1.1965
1215,,PROD,,ZTNSD_ZAO0010,,1,Feb,903,,0.4515
1216,,PROD,,ZTNSD_ZAO0011,,1,Feb,1536,,0.768
1217,,PROD,,ZTNSD_ZAO0012,,1,Feb,7758,,3.879
1218,,PROD,,ZTNSD_ZAO0014,,1,Feb,124,,0.062
1219,,PROD,,ZTNSD_ZAO0015,,1,Feb,2,,0.001
1220,,PROD,,ZTNSD_ZAO0016,,1,Feb,78,,0.039
1221,,PROD,,ZTNSD_ZAO0018,,1,Feb,202,,0.101
1222,,PROD,,ZTNSD_ZAO0030,,1,Feb,64159,,32.0795
1223,,PROD,,ZTNSD_ZAR0054,,2,Feb,154,,0.077
1224,,PROD,,ZVNFI_0001,,1,Feb,228,,0.114
1225,,PROD,,ZVNFI_0002,,1,Feb,1,,0.0005
1226,,PROD,,ZVNFI_ZAB0001,,1,Feb,126,,0.063
1227,,PROD,,ZVNSD_0001,,1,Feb,6,,0.003
1228,,PROD,,ZVNSD_0004,,1,Feb,39,,0.0195
1229,,PROD,,ZWADATIS,,1,Feb,867,,0.4335
1230,,PROD,,,,,,,,0
